"","yr_db","Week-1","Week-2","Week-3","Week-4","Week-5","Week-6","Week-7","Week-8","Week-9","Week-10","Week-11","Week-12","Week-13","Week-14","Week-15","Week-16","Week-17","Week-18","Week-19","Week-20","Week-21","Week-22","Week-23","Week-24","Week-25","Week-26","Week-27","Week-28","Week-29","Week-30","Week-31","Week-32","Week-33","Week-34","Week-35","Week-36","Week-37","Week-38","Week-39","Week-40","Week-41","Week-42","Week-43","Week-44","Week-45","Week-46","Week-47","Week-48","Week-49","Week-50","Week-51","Week-52","AVIBASEID"
"1","ebird22",0.016357265916878,0.0145957142027527,0.0153603437929499,0.0159120385605606,0.0195125728333882,0.0229388877059177,0.029907663717842,0.02230976209373,0.0198126173561238,0.0209547223136336,0.0210999051472154,0.0223775140827349,0.0243520006194468,0.0255715364215335,0.024864979964769,0.0286203759267504,0.0309239435529143,0.027594417236106,0.031146557231073,0.0252424553320815,0.0228711357169128,0.024787549120192,0.0192222071662247,0.0206256412241817,0.0178284519638398,0.0200158733231383,0.0181284964865754,0.0180026713641379,0.0176735902746859,0.0175284074411042,0.0192125283106525,0.0174800131632436,0.0162314407944405,0.0173445091852339,0.0179542770862773,0.019744865367119,0.0177123056969744,0.019744865367119,0.0165411641727482,0.015118372403647,0.0131245281557909,0.0126599430883292,0.0114694438529588,0.0115952689753963,0.0117114152422618,0.0127180162217619,0.0115081592752473,0.00973692870554986,0.00988211153913161,0.0241777812191486,0.0120308174761416,0.0261619466114327,"00124D98"
"2","ebird22",0.0116445718380509,0.0163024005732712,0.0105696882837693,0.0134360444285202,0.0109279828018631,0.0200644930132569,0.019706198495163,0.0128986026513794,0.0146900752418488,0.0159441060551774,0.0229308491580079,0.0302758867789323,0.0250806162665711,0.0288427087065568,0.0234682909351487,0.0274095306341813,0.0335005374417771,0.0286635614475099,0.0275886778932282,0.0315299175922608,0.0306341812970262,0.031171623074167,0.0268720888570405,0.0268720888570405,0.0240057327122895,0.0266929415979936,0.0240057327122895,0.0137943389466141,0.0173772841275529,0.0150483697599427,0.0206019347903977,0.0154066642780365,0.0150483697599427,0.0152275170189896,0.0184521676818345,0.0234682909351487,0.0200644930132569,0.0213185238265855,0.0231099964170548,0.0222142601218201,0.0161232533142243,0.0132568971694733,0.0136151916875672,0.0118237190970978,0.0105696882837693,0.0134360444285202,0.00895736295234683,0.00627015406664278,0.00591185954854891,0.0218559656037263,0.0073450376209244,0.0139734862056611,"00635FF9"
"3","ebird22",0.0255683935892657,0.0170704435333582,0.0215430488259411,0.0157286619455833,0.0141632500931793,0.0187103988073053,0.0134923592992918,0.0135669027208349,0.0096161013790533,0.0105851658591129,0.00879612374207976,0.00819977636973537,0.0131941856131196,0.01833768169959,0.02445024226612,0.0399552739470742,0.0432351844949683,0.0302646291464778,0.00887066716362281,0.00432351844949683,0.00178904211703317,0.000596347372344391,0.000447260529258293,0.000819977636973537,0.00260901975400671,0.00752888557584793,0.0161013790532985,0.0212448751397689,0.0333954528512859,0.0295191949310473,0.0357062989191204,0.0292955646664182,0.0329481923220276,0.0464405516213194,0.038091688408498,0.0389116660454715,0.0251956764815505,0.0282519567648155,0.015206857994782,0.0172195303764443,0.0172195303764443,0.0170704435333582,0.0190085724934775,0.0172940737979873,0.0160268356317555,0.0195303764442788,0.0176667909057026,0.0114051434960865,0.0108087961237421,0.0261647409616101,0.013790532985464,0.0330227357435706,"01060BFD"
"4","ebird22",0.0537923614846692,0.0490855298547606,0.0550026896180742,0.0474717590102205,0.0373856912318451,0.0392684238838085,0.0406132329209252,0.0446476600322754,0.0329478214093599,0.0317374932759548,0.0268961807423346,0.0208445400753093,0.0199031737493276,0.015196342119419,0.0104895104895105,0.0104895104895105,0.00389994620763852,0.00268961807423346,0.00107584722969338,0.00134480903711673,0.000403442711135019,0.000403442711135019,0.000268961807423346,0.000134480903711673,0,0.000268961807423346,0.000537923614846692,0.000268961807423346,0.000941366325981711,0.000403442711135019,0.000134480903711673,0.000537923614846692,0.00524475524475524,0.000941366325981711,0.000806885422270038,0.00107584722969338,0.000806885422270038,0.000537923614846692,0.00201721355567509,0.00605164066702528,0.0215169445938677,0.0149273803119957,0.0116998386229155,0.0150618612157074,0.0379236148466918,0.0294513179128564,0.0449166218396988,0.028778913394298,0.0318719741796665,0.0679128563743948,0.0400753093060785,0.0892953200645508,"018B3169"
"5","ebird22",0,0,0,0,0,0,0,0.00564971751412429,0.00282485875706215,0.0112994350282486,0.00564971751412429,0.00564971751412429,0.0536723163841808,0.0564971751412429,0.00282485875706215,0,0.019774011299435,0,0.00847457627118644,0.00564971751412429,0.00564971751412429,0.0480225988700565,0.0141242937853107,0.0847457627118644,0.121468926553672,0.0451977401129944,0.0875706214689266,0.0847457627118644,0.0847457627118644,0.0423728813559322,0.019774011299435,0.0310734463276836,0.00564971751412429,0.0141242937853107,0.00847457627118644,0.00847457627118644,0.00564971751412429,0.0141242937853107,0.00564971751412429,0.0254237288135593,0.00847457627118644,0.0112994350282486,0.00847457627118644,0.0141242937853107,0.00564971751412429,0.00282485875706215,0,0,0,0.00847457627118644,0.00564971751412429,0,"029491CD"
"6","ebird22",0.0212454212454212,0.0163614163614164,0.0168498168498168,0.0141636141636142,0.0146520146520147,0.0170940170940171,0.0126984126984127,0.00952380952380952,0.00757020757020757,0.0102564102564103,0.00463980463980464,0.00805860805860806,0.0156288156288156,0.0153846153846154,0.0271062271062271,0.0214896214896215,0.019047619047619,0.0366300366300366,0.0395604395604396,0.0727716727716728,0.0446886446886447,0.0192918192918193,0.0131868131868132,0.00561660561660562,0.00561660561660562,0.00146520146520147,0.000732600732600733,0.00512820512820513,0.00976800976800977,0.00244200244200244,0.00244200244200244,0.00415140415140415,0.00683760683760684,0.00293040293040293,0.0021978021978022,0.00170940170940171,0.00293040293040293,0.00195360195360195,0.000732600732600733,0.00293040293040293,0.00854700854700855,0.00903540903540904,0.0234432234432234,0.0498168498168498,0.0776556776556777,0.0549450549450549,0.0395604395604396,0.0566544566544567,0.0336996336996337,0.053968253968254,0.0146520146520147,0.0405372405372405,"0337440E"
"7","ebird22",0.0424984350003478,0.0387424358350143,0.0427071016206441,0.0431939904013355,0.0411073241983724,0.0595395423245461,0.0373513250330389,0.0380468804340266,0.0315782152048411,0.0291437713013842,0.0265702163177297,0.0184322181261737,0.0181539959657787,0.020449328789038,0.016554218543507,0.0119635528969882,0.0107115531752104,0.0123113305974821,0.00911177575293872,0.00779022049106211,0.00605133198859289,0.00382555470543229,0.00319955484454337,0.0031299993044446,0.00215622174306183,0.00229533282325937,0.0022257772831606,0.00257355498365445,0.0031299993044446,0.00479933226681505,0.00306044376434583,0.0031299993044446,0.00382555470543229,0.00187799958266676,0.00319955484454337,0.00389511024553106,0.00306044376434583,0.00479933226681505,0.00326911038464214,0.00570355428809905,0.00862488697224734,0.0127982193781735,0.0223968839118036,0.0212839952702233,0.0223968839118036,0.0310217708840509,0.0315782152048411,0.0461848786255825,0.0255964387563469,0.0501495444112124,0.0313695485845448,0.0714335396814356,"03AC32BA"
"8","ebird22",0.0309182343080648,0.0230024213075061,0.0221642764015645,0.023654311789905,0.0191842056248836,0.0198360961072825,0.0215123859191656,0.0225367852486497,0.0190910784131123,0.0167628981188303,0.0163903892717452,0.0136897001303781,0.0132240640715217,0.016669770907059,0.0177872974483144,0.0112683926243248,0.00838144905941516,0.00782268578878748,0.00195567144719687,0.000745017694170237,0.000186254423542559,0,9.31272117712796e-05,0,9.31272117712796e-05,0,0.00195567144719687,0.00270068914136711,0.0175079158130006,0.0197429688955113,0.0163903892717452,0.0136897001303781,0.0270068914136711,0.030638852672751,0.0263550009312721,0.0349227044142298,0.0243993294840752,0.0390203017321661,0.0318495064257776,0.0297075805550382,0.0312907431551499,0.0235611845781337,0.0256099832371019,0.0264481281430434,0.0325945241199478,0.028310672378469,0.0337120506612032,0.0338983050847458,0.0284969268020115,0.0311044887316074,0.021978021978022,0.0401378282734215,"0413ED30"
"9","ebird22",0.0103555402140145,0.0113910942354159,0.00793924749741112,0.0155333103210217,0.0165688643424232,0.0616154642733863,0.0127718329306179,0.0167414566793234,0.0120814635830169,0.0136347946151191,0.0108733172247152,0.00742147048671039,0.00811183983431136,0.00638591646530894,0.00500517777010701,0.00293406972730411,0.0138073869520193,0.0148429409734208,0.00707628581290991,0.00224370037970314,0.0020711080428029,0.000172592336900242,0,0.000172592336900242,0.0241629271660338,0.0158784949948222,0.000862961684501208,0.000517777010700725,0.0295132896099413,0.0195029340697273,0.00103555402140145,0.0020711080428029,0.0481532619951674,0.0576458405246807,0.0369347600966517,0.036416983085951,0.00724887814981015,0.020020711080428,0.00396962374870556,0.00655850880220918,0.0683465654124957,0.0181221953745254,0.0495340006903693,0.0398688298239558,0.0428028995512599,0.0453917846047635,0.0360717984121505,0.0566102865032793,0.0429754918881602,0.0184673800483259,0.00310666206420435,0.00845702450811184,"049D9AEA"
"10","ebird22",0.0417427602400209,0.0354813462040177,0.0309157318027655,0.0313070701800157,0.0249152100182625,0.0341768849465171,0.0232194103835116,0.0255674406470128,0.0213931646230107,0.0153926428385077,0.016044873467258,0.0190451343595095,0.0151317505870076,0.0155230889642578,0.0143490738325072,0.0146099660840073,0.0146099660840073,0.0161753195930081,0.0185233498565093,0.0153926428385077,0.00482650665275241,0.00169579963475085,0.000130446125750065,0.000130446125750065,0.000652230628750326,0.00026089225150013,0.00169579963475085,0.00234803026350117,0.00952256717975476,0.0153926428385077,0.0203495956170102,0.0147404122097574,0.015914427341508,0.0232194103835116,0.0230889642577615,0.0277850247847639,0.0161753195930081,0.0213931646230107,0.0194364727367597,0.0196973649882598,0.0242629793895121,0.0224367336290112,0.0212627184972606,0.0230889642577615,0.0256978867727628,0.0236107487607618,0.0323506391860162,0.01995825723976,0.0170884424732585,0.0384816070962692,0.02008870336551,0.0496999739107749,"06B9BD24"
