"","AVIBASEID","common","yr_db","Week-1","Week-2","Week-3","Week-4","Week-5","Week-6","Week-7","Week-8","Week-9","Week-10","Week-11","Week-12","Week-13","Week-14","Week-15","Week-16","Week-17","Week-18","Week-19","Week-20","Week-21","Week-22","Week-23","Week-24","Week-25","Week-26","Week-27","Week-28","Week-29","Week-30","Week-31","Week-32","Week-33","Week-34","Week-35","Week-36","Week-37","Week-38","Week-39","Week-40","Week-41","Week-42","Week-43","Week-44","Week-45","Week-46","Week-47","Week-48","Week-49","Week-50","Week-51","Week-52","Week-53"
"1","7E327303","Acorn Woodpecker","ebird19",0.0218905613999473,0.0214729134751794,0.0203841249668998,0.0188359749099151,0.0171510186862236,0.0157013934870782,0.0148360401372002,0.0148110913871251,0.0157375969299818,0.0175571812653628,0.0200504362320874,0.0228760897834191,0.0256327225684818,0.0279303604792947,0.0294575778346558,0.0300311133686853,0.0296190673922825,0.0283345674102264,0.0264030503797102,0.0241116350532266,0.0217523116590662,0.0195712143605229,0.0177340468874449,0.0163134031847498,0.0152983303869985,0.0146213021102707,0.0141940016564786,0.0139417924350677,0.0138277636777697,0.0138604642137128,0.0140840346702236,0.0145542616645309,0.0153079109534921,0.016334602018684,0.0175599891493582,0.0188462250808555,0.0200112747062577,0.0208636923973828,0.0212451984524247,0.0210708655776469,0.020356629010881,0.0192262674917449,0.0178944659081363,0.0166280664284326,0.0156928744796304,0.0152971615329326,0.0155443638860919,0.0164060177780198,0.0177219381489858,0.019228879757606,0.0206126698392869,0.0215734633483241,0.0218905613999473
"2","C25794D5","Allen's Hummingbird","ebird19",0.000981320802194266,0.00136454524867054,0.00303803489021445,0.00563021743737631,0.00917555748153388,0.0135923517494752,0.0186921596057831,0.0242089310530848,0.0298412910955354,0.0352986082093564,0.0403408196494701,0.0448036522576273,0.0486044697489438,0.0517286531469112,0.0542010836751029,0.056050851200089,0.0572789157274867,0.0578377156024255,0.0576287993451499,0.0565201252584056,0.054379751052774,0.0511183766798666,0.0467306187934267,0.0413246210255883,0.0351317516749796,0.0284922650556319,0.0218180014870994,0.0155383140613936,0.0100392837777523,0.00560803199757737,0.00239314436300064,0.000981320802194266,0.000981320802194266,0.000981320802194266,0.000981320802194266,0.000981320802194266,0.000981320802194266,0.000981320802194266,0.000981320802194266,0.000981320802194266,0.000981320802194266,0.000981320802194266,0.000981320802194266,0.000981320802194266,0.000981320802194266,0.000981320802194266,0.000981320802194266,0.000981320802194266,0.000981320802194266,0.000981320802194266,0.000981320802194266,0.000981320802194266,0.000981320802194266
"3","8EB0C1FA","American Avocet","ebird19",0.0215972117978752,0.0228107759362684,0.023883476482002,0.024743139642307,0.0253488045489921,0.0256969201305516,0.0258198672347926,0.0257768808549696,0.0256391718545545,0.0254724214358649,0.0253205200034122,0.0251942671444721,0.0250677535323727,0.0248835117579384,0.0245656023800885,0.0240380157031562,0.0232445177533272,0.0221656367408032,0.0208289821809,0.0193104173772084,0.0177254876957409,0.0162125393402941,0.0149107088382654,0.0139370465093607,0.0133672265388615,0.0132235555168741,0.0134724860136445,0.0140319017234998,0.0147864859437268,0.0156079324931902,0.0163759294664884,0.0169958987088039,0.0174103682273413,0.017602367402355,0.0175910117166527,0.0174210822502381,0.0171495461842507,0.016832372561522,0.0165146116894457,0.0162256506095553,0.0159801068130046,0.0157833385005031,0.0156393916997119,0.0155586462940156,0.0155625890495386,0.0156839794546806,0.0159619679151451,0.0164331493286591,0.0171207300604135,0.018024648729154,0.0191154443794507,0.0203339038537538,0.0215972117978752
"4","13E9F9B4","American Bittern","ebird19",0.0258714130608554,0.0276663811376318,0.0284920979491854,0.0282475569116002,0.0269929869386115,0.024944577760426,0.0224423561162127,0.0198967673200332,0.0177234501576485,0.0162777724110124,0.0158005290904024,0.0163838688648403,0.0179625212596536,0.0203305889646342,0.0231795294144651,0.0261493927971869,0.0288835656892989,0.0310774570498513,0.0325135912893279,0.0330788982994159,0.0327638255935333,0.0316463955999276,0.0298667739302895,0.0275988678192145,0.0250248705371331,0.02231680322564,0.0196265515304206,0.0170833482850517,0.0147957656025107,0.012854495889041,0.0113326596172604,0.0102818828456222,0.00972446757939521,0.00964400964075332,0.00997818872588911,0.0106177208413705,0.011414469587283,0.0121996406027513,0.012810313523523,0.0131199670444505,0.0130668212500404,0.0126733072852456,0.012051038001618,0.0113881862894399,0.010919710428507,0.0108846590615827,0.0114779943049976,0.0128062243142831,0.0148561323155312,0.0174839113715046,0.0204283765064099,0.0233473183674926,0.0258714130608554
"5","9BEECB7E","American Coot","ebird19",0.0337561935226496,0.0330776926731147,0.0312114252734258,0.0284911674000863,0.0254310970090361,0.0226149181144499,0.0205683458246299,0.0196432152787585,0.0199389896685371,0.021279173132334,0.0232479421438767,0.0252789384229227,0.0267766248144896,0.0272434818181203,0.0263852008843137,0.024171134632045,0.0208374096775499,0.0168329767631672,0.0127215440219248,0.00906195412472098,0.00629397878146781,0.00465476575792672,0.00414374216468648,0.0045424056341819,0.00548276118961582,0.00654710302649448,0.0073749218297829,0.00775149486821874,0.00765742100968904,0.00726785932244087,0.00690227932426744,0.00693731304081136,0.0077040655995795,0.00939495132158179,0.0120029141182254,0.0153082797987501,0.0189172467728548,0.0223437712449415,0.0251162051189676,0.0268839395615959,0.0274989464703268,0.0270526184388991,0.0258584485330791,0.024383546866187,0.0231438940054163,0.0225868231117652,0.0229874904629272,0.0243832376393652,0.0265613714787892,0.0291038652747659,0.0314795402998946,0.0331633727323578,0.0337561935226496
"6","A5EC8BF5","American Dipper","ebird19",0.0146554635526534,0.0149907768996303,0.0145178915524124,0.0132237665213458,0.011288391094841,0.00904767942104841,0.00692354276998726,0.00533702803339547,0.00462379833939116,0.00497023861510382,0.00638339061120644,0.00869997818843816,0.0116308318414847,0.0148291251464608,0.0179657898907128,0.0207943969745653,0.0231908625546769,0.0251597837719518,0.0268074687278502,0.028289833352615,0.0297493752537031,0.0312579801913589,0.032780776679052,0.0341709997622839,0.0351981058812585,0.0356030329970099,0.0351675177634892,0.0337804495214752,0.031484339127087,0.0284891497528198,0.0251480614137829,0.0218985547597878,0.0191804660572397,0.0173484465223848,0.0165981660845841,0.0169231202184916,0.0181125173131632,0.0197918324410679,0.0214981919095172,0.0227749263787312,0.0232651844441523,0.0227844713669548,0.0213564181402902,0.0192040369586132,0.0166984276498183,0.0142762097319701,0.0123437920259833,0.01118943086605,0.0109222368905285,0.0114512731422365,0.0125089924311297,0.0137134784642052,0.0146554635526534
"7","C9ABA616","American Goldfinch","ebird19",0.0218819240857125,0.021435930332909,0.0203769454638875,0.0188160928301608,0.0169850214058567,0.0151940148758283,0.0137724011973999,0.013003461694217,0.0130672910701718,0.0140034287464417,0.0157009251593331,0.0179177355770759,0.0203252100505933,0.0225683012802531,0.0243290455022162,0.025380518146186,0.0256208532517617,0.0250814656618293,0.0239092816249861,0.0223282925306339,0.0205898852732303,0.0189232916428489,0.0174967849722909,0.0163971793100145,0.0156305304349212,0.0151418197956769,0.0148470241523367,0.0146683400083688,0.0145630197627135,0.0145383063008636,0.014648790233583,0.0149772014099035,0.0156040316600397,0.0165743963325343,0.0178714388943528,0.0194041351608551,0.0210138953232733,0.0224997135426155,0.0236568920174806,0.0243207169871352,0.0244047965340333,0.0239245356407329,0.0229993045727735,0.0218315843978222,0.0206666790084479,0.0197412392196251,0.019231749421344,0.0192145616991818,0.0196468621392432,0.0203735566278399,0.0211594167880143,0.0217401802484438,0.0218819240857125
"8","20C2214E","American Kestrel","ebird19",0.0414603545007664,0.042186002958975,0.0415960824996451,0.0397730027650837,0.0369619750261268,0.0335210310777216,0.029853013669396,0.02633392252287,0.0232521393540456,0.0207700809375677,0.0189144802256336,0.0175950216628166,0.0166449292888052,0.01587268205985,0.0151122481046917,0.0142604021111129,0.0132934472752649,0.0122610483203301,0.011260582881796,0.0104000780477303,0.00976033214995291,0.00936666661600767,0.00917799497646114,0.00909624406500149,0.00899377368323108,0.00875164542533856,0.00829857404675548,0.00763991333856009,0.00686823111470124,0.00615141479364772,0.00569978656838254,0.00571906889857145,0.00635991964102851,0.00767617344799418,0.00960246942577726,0.0119578735731634,0.014476299767804,0.0168583039587906,0.0188336120055629,0.0202207805545065,0.0209704302925936,0.0211816086680246,0.0210864114199361,0.0210048261807116,0.0212783565763044,0.0221958684113665,0.0239271567650356,0.02647846365285,0.0296798113293759,0.0332074733243862,0.0366375874109271,0.0395204026270225,0.0414603545007664
"9","8F268682","American Pipit","ebird19",0.0453333924428933,0.044101247451545,0.0422074695450925,0.0395611530846393,0.0361992358777712,0.0322935494577289,0.028124039984024,0.0240244642491806,0.0203135192486141,0.0172279106466873,0.0148734739527292,0.0132062267790537,0.0120481484461603,0.011134221652887,0.0101797784373521,0.00895224438981903,0.00733015765907822,0.00533517121100907,0.00312899960119502,0.000975510619813666,0.000949772985091119,0.000949772985091119,0.000949772985091119,0.000949772985091119,0.000949772985091119,0.000949772985091119,0.0015908590517145,0.00250133901861204,0.00277030442995785,0.00230665744734887,0.00121900542268844,0.000949772985091119,0.000949772985091119,0.000949772985091119,0.000949772985091119,0.000949772985091119,0.00349562970301924,0.00831824705653701,0.0142495019560773,0.0207960157837419,0.0273869437275316,0.0334729466220558,0.0386166980953902,0.0425566842159824,0.0452322592288695,0.0467666312585998,0.0474136927824932,0.0474823132950664,0.0472561791389281,0.0469275536854572,0.0465594547198829,0.0460836657867751,0.0453333924428933
"10","866903B9","American White Pelican","ebird19",0.014618655947146,0.0140844145834053,0.0135261961438349,0.0130954591614238,0.0129501932126825,0.0132113528514404,0.0139257685296415,0.0150448552323758,0.0164249785488221,0.0178504324686675,0.0190747468988957,0.0198716783446082,0.0200847604070219,0.0196642966227719,0.0186832009991946,0.0173275929894416,0.015863541092136,0.0145865988476999,0.0137646098218484,0.0135858075406714,0.0141231450778084,0.0153222915873125,0.0170156039929506,0.0189587616745613,0.0208818897005618,0.0225439687623922,0.0237787995421604,0.0245228551507834,0.0248195338821355,0.0247996609645446,0.0246433742031029,0.0245325777148024,0.0246050634910665,0.0249207765018227,0.025447709380249,0.0260702671251609,0.0266177205775624,0.0269057704312508,0.0267813175079369,0.026159933307687,0.0250473607547059,0.0235401995250232,0.0218058388866021,0.0200465449819555,0.0184562627774887,0.0171803121858928,0.0162873768899632,0.0157601973512622,0.0155068945308624,0.0153899246677763,0.0152654572036201,0.0150234694252666,0.014618655947146
