"AVIBASEID","yr_db","Week-1","Week-2","Week-3","Week-4","Week-5","Week-6","Week-7","Week-8","Week-9","Week-10","Week-11","Week-12","Week-13","Week-14","Week-15","Week-16","Week-17","Week-18","Week-19","Week-20","Week-21","Week-22","Week-23","Week-24","Week-25","Week-26","Week-27","Week-28","Week-29","Week-30","Week-31","Week-32","Week-33","Week-34","Week-35","Week-36","Week-37","Week-38","Week-39","Week-40","Week-41","Week-42","Week-43","Week-44","Week-45","Week-46","Week-47","Week-48","Week-49","Week-50","Week-51","Week-52"
"7E327303","ebird19",0.0216719424805398,0.0213012418123011,0.0203279226729591,0.0189219822689448,0.017354260332465,0.0159537364980558,0.015050240610156,0.0149118071330044,0.0156883456772218,0.0173736366700417,0.0197952816927085,0.0226371843862599,0.0254922590858499,0.0279359099104888,0.0296052746089246,0.0302669608009236,0.0298579428938283,0.0284902446120832,0.0264186479049498,0.0239797351284402,0.0215176294131697,0.0193148577208077,0.0175449114525344,0.0162567964707316,0.0153929052642347,0.0148324496010255,0.0144460422875582,0.0141446659133491,0.0139087951275995,0.0137899917777991,0.0138858518501004,0.0142971918357668,0.0150814951361574,0.0162174893730766,0.0175921916279571,0.0190150259829556,0.0202557525961153,0.0210962454095373,0.0213824545648522,0.0210630613305266,0.0202050966899099,0.0189828872629133,0.0176433195458943,0.0164558144086375,0.0156583459010607,0.0154108967848492,0.0157653005641688,0.0166564235501085,0.0179152294018475,0.0193004125670204,0.0205425606172364,0.0213933507903511
"C25794D5","ebird19",0.000979767115631978,0.00232899235316749,0.00460237920987362,0.00723666163223469,0.0102500306982534,0.0137474266651018,0.0178639007750249,0.0226792554679214,0.0281379516202011,0.0340082295123313,0.0399011895054396,0.0453488057459658,0.0499174050633909,0.0533184068524366,0.0554768634652965,0.0565315633032055,0.0567638959861791,0.056478211798322,0.0558748920841475,0.054961873808474,0.0535387958428881,0.0512637651396193,0.0477840389906764,0.0428885682260186,0.0366306268315443,0.0293764226298164,0.021758482641392,0.0145433084446088,0.00845108693235458,0.00398158876901998,0.00129920527335513,0.000979767115631978,0.000979767115631978,0.000979767115631978,0.00132900574263818,0.00145326365649787,0.00107493285074277,0.000979767115631978,0.000979767115631978,0.000979767115631978,0.000979767115631978,0.000979767115631978,0.000979767115631978,0.000979767115631978,0.00125362174735385,0.00128930976876467,0.000979767115631978,0.000979767115631978,0.000979767115631978,0.000979767115631978,0.000979767115631978,0.000979767115631978
"8EB0C1FA","ebird19",0.0228500059625086,0.0237052489869145,0.0240597929267882,0.0241014748826135,0.0240873717055415,0.0242433582799835,0.0246801299583264,0.0253551880697029,0.0260930270346941,0.0266544182499708,0.0268279904490227,0.0265096103668382,0.0257400715303984,0.0246873967564165,0.0235808396571715,0.0226218178097445,0.0219058597104058,0.0213858957168963,0.020892137265619,0.0202027745816853,0.0191404005861719,0.0176585379076484,0.0158849204205277,0.0141027071942006,0.0126726079536068,0.0119203014955074,0.0120268694335926,0.0129603266838053,0.0144733123184853,0.0161699358712884,0.0176212280114862,0.0184918071426288,0.0186361733806047,0.0181330516082477,0.0172470629061905,0.0163315571928855,0.0157062291597474,0.0155513412465929,0.0158541847919792,0.0164250124169035,0.0169754893755487,0.0172311439392248,0.0170378054263754,0.0164245200113025,0.0156009540805646,0.0148903312495233,0.0146214205018043,0.0150171764553663,0.016118497201721,0.0177690386917845,0.019665618251115,0.021456027192322
"13E9F9B4","ebird19",0.0277353147237947,0.0301643478961282,0.0306774367752051,0.0292925783115824,0.0264856977016444,0.0230365833038271,0.0197954266245868,0.017447112422374,0.0163475577206951,0.0164787011632982,0.0175263667724511,0.0190432123187559,0.0206319107359872,0.022080632845144,0.0234041844377105,0.0247815372775147,0.0264201307746681,0.0284047787790893,0.0305944505855902,0.0326118351754536,0.0339353174157291,0.0340637893545743,0.0326959947309934,0.0298584749987416,0.0259326421098513,0.0215663238402273,0.017495911860999,0.0143373540687408,0.0124160498555577,0.0116928128910534,0.0118098685401212,0.0122390522700592,0.0124788138973362,0.0122300028204285,0.0114887043429102,0.010524731231188,0.00975596454056657,0.00956670879318961,0.0101389020717062,0.0113608187299856,0.0128500890604014,0.0140861779937034,0.014606732646998,0.0141970930456571,0.0130020571075284,0.011514265159523,0.0104358583213712,0.0104547684993811,0.0120084543562378,0.0151148751598117,0.0193301622893549,0.0238514316505641
"9BEECB7E","ebird19",0.0348169296055417,0.0330158094995959,0.0300153707035393,0.0265550913082986,0.0234174769756098,0.0212213298141285,0.0202808243086727,0.0205635649090503,0.021747368886054,0.0233454941455596,0.0248529850519006,0.0258672159198043,0.0261517150661106,0.0256368003437253,0.0243738632950847,0.022473879157436,0.0200606470975324,0.0172566691573092,0.0142005397643872,0.0110775963723828,0.00813768739342636,0.00567865119985602,0.00398963708182445,0.00326836327949575,0.00354235324278506,0.0046289137862496,0.00615906362905538,0.00766928073255986,0.00873916612910995,0.00913256786209984,0.00889276272463319,0.00835285076978893,0.00804825512262675,0.00855108352412209,0.0102749147822685,0.0133128627336123,0.0173655705990797,0.021789945926364,0.0257616441526246,0.0285066957810669,0.0295328566334297,0.0287880211184516,0.0266932267620795,0.0240355083044388,0.0217493040786437,0.020650341441612,0.0212014852511682,0.0233807739775602,0.0266906691700517,0.0303043721809278,0.033303682492763,0.0349363167545066
"A5EC8BF5","ebird19",0.015656032005121,0.0179453532563612,0.0183423633267019,0.0165302009355058,0.0128785149656662,0.00833834432490072,0.00415344153816429,0.00148153852212297,0.00104830934846366,0.00294499869583777,0.00663198254986388,0.0111415871222554,0.0154077788109934,0.0186100223792041,0.0204169648359095,0.0210525487456884,0.0211694083799859,0.0215802147495922,0.0229444237701386,0.0255200263555485,0.0290640448710726,0.0329115335677021,0.0362001444216622,0.0381579441335496,0.0383529929209731,0.036820123472338,0.0340264427924078,0.030695222451044,0.0275570463722243,0.025119999885641,0.0235397485507624,0.0226303586639867,0.0220028889028012,0.0212711732212971,0.0202403318080963,0.019002011191734,0.0178977886797609,0.0173644679456229,0.0177224709938138,0.0189931835640076,0.0208232250195789,0.0225554416301266,0.0234315086089443,0.0228594155272595,0.0206501238921778,0.0171328584725103,0.0130972111946626,0.00956968779757003,0.00749184583118312,0.00740546839886814,0.0092529656088746,0.0123662749897295
"C9ABA616","ebird19",0.0215556345414623,0.0212090462819007,0.0203413360413248,0.0189945923824151,0.0173226502342185,0.0155770257655395,0.0140684467319862,0.0131086462374664,0.0129433858443461,0.013691977570117,0.0153091367542258,0.0175810554144341,0.020159748059258,0.0226299219912039,0.024593610244409,0.0257523160548276,0.02596630056871,0.0252762125508084,0.023882107889039,0.0220862866372664,0.0202159975732245,0.0185471048847897,0.0172488073636437,0.0163627919343478,0.0158198500342476,0.0154861215625224,0.015222990392398,0.014941573097956,0.0146354546285841,0.0143827827863491,0.014318584461143,0.0145871626291155,0.0152899995953352,0.0164452397629573,0.0179706517355987,0.0196945377148741,0.0213908173256574,0.0228279734966,0.0238184915989736,0.0242564053600618,0.0241348521391229,0.0235414796882517,0.022635189448063,0.0216114765498402,0.0206648059567527,0.0199552844629013,0.01958431541124,0.0195811767983246,0.0199005034990797,0.0204298291960582,0.0210063319279544,0.0214419791890696
"20C2214E","ebird19",0.0428443538770086,0.0439188063442127,0.0430250018515345,0.0403586001880947,0.0364716465036,0.0321128034694385,0.0280197452706233,0.0247277414698643,0.0224515521821225,0.021072617343846,0.0202287515895311,0.0194708366446914,0.0184311169056048,0.0169468944105139,0.0151013537965926,0.01317325982026,0.0115187714279296,0.0104308141978626,0.0100270662233112,0.0102052994622966,0.0106794919263677,0.0110810822950495,0.0110872943828251,0.0105303017738681,0.00944954517180655,0.00807116889591744,0.00672514124726685,0.00573244503336045,0.00530402081996303,0.00548689793394589,0.00617387621196296,0.00716859748729925,0.00827713106260625,0.00938801347647983,0.0105083696295797,0.011742036105957,0.0132194834269782,0.0150096072291151,0.0170521989138488,0.0191434212616845,0.020986901965147,0.0222971830773565,0.0229198566796046,0.0229224740855263,0.0226167667728851,0.0224944267053128,0.0230885839417944,0.0248008373701709,0.0277492179579799,0.0316896846209482,0.036042760261524,0.0400241492969257
"8F268682","ebird19",0.0481206659309775,0.0485180224813649,0.0467664643148102,0.042725801963087,0.036931121201789,0.0304216549076461,0.0244049674033885,0.0198725278005668,0.0172967938414027,0.0165093354499519,0.0167955812496551,0.017167098133799,0.0167128758857857,0.014907106889569,0.0117699441110771,0.00783207850233772,0.00392387045644315,0.00096081845498846,0.00096081845498846,0.00096081845498846,0.00096081845498846,0.00109043793041221,0.00201785972570041,0.0021601899279408,0.00144027564510611,0.00096081845498846,0.00096081845498846,0.00096081845498846,0.00096081845498846,0.00096081845498846,0.00096081845498846,0.0020349950268538,0.00260749250827114,0.0023597779959972,0.00160903960679163,0.00110433967093367,0.0018093959772286,0.00457594976257266,0.00981854162914845,0.0173075405327061,0.0261615998447043,0.0350547533305095,0.0425795768043138,0.0476519833168395,0.0498252889802931,0.0494082845030991,0.0473456909739351,0.0448982537187531,0.043226969252925,0.0430184145863974,0.044274510341693,0.0463347433333339
"866903B9","ebird19",0.0148611682738987,0.0145919169231158,0.0141098929321436,0.0135406177122907,0.0130927123990098,0.0129961925178868,0.0134265212210129,0.0144375400927163,0.015925381942244,0.0176372528155731,0.01922583904921,0.020336050533006,0.0207002999658591,0.0202149820657133,0.0189755463368406,0.0172592326668067,0.0154596270528398,0.0139910699291103,0.0131893762617502,0.0132358088788936,0.0141238028800441,0.0156750519428349,0.0175973360563015,0.0195652591684369,0.021300105500804,0.0226274287522114,0.0234994998673503,0.0239812558839263,0.0242090849580081,0.02433838870987,0.0244967228796017,0.0247548088862874,0.0251199629241761,0.0255485190877611,0.02596840321484,0.0263017158353489,0.0264799026918646,0.0264492214577669,0.0261693585301028,0.0256110076820217,0.0247578465526282,0.0236149705471586,0.0222211095265675,0.02065812306276,0.0190502866060547,0.0175485394431311,0.0163004303103008,0.0154129156278714,0.0149198182525693,0.0147664658078669,0.0148199638139784,0.0149056639696343
