AVIBASEID,Week-1,Week-2,Week-3,Week-4,Week-5,Week-6,Week-7,Week-8,Week-9,Week-10,Week-11,Week-12,Week-13,Week-14,Week-15,Week-16,Week-17,Week-18,Week-19,Week-20,Week-21,Week-22,Week-23,Week-24,Week-25,Week-26,Week-27,Week-28,Week-29,Week-30,Week-31,Week-32,Week-33,Week-34,Week-35,Week-36,Week-37,Week-38,Week-39,Week-40,Week-41,Week-42,Week-43,Week-44,Week-45,Week-46,Week-47,Week-48,Week-49,Week-50,Week-51,Week-52,yr_db
7E327303,0.0225316478907474,0.0226455733759012,0.0222416175284291,0.0214308821178398,0.0204073864860142,0.0194109933889072,0.0186809247764262,0.0184091724339606,0.0187030935520718,0.0195645327047956,0.020889359585817,0.0224871065810833,0.0241163356374074,0.0255283176811141,0.0265101944857225,0.0269192700314807,0.0267022865970225,0.0258969467727099,0.0246167651194033,0.0230237226548044,0.021295427166529,0.0195941093499925,0.0180437422204771,0.0167191744558293,0.0156480327032155,0.0148230395369888,0.0142200478858292,0.0138160422589254,0.0136018110602031,0.0135857940081166,0.013788271019642,0.0142278958799171,0.0149048642405069,0.0157861538879768,0.0167979793913179,0.0178289129367724,0.0187444349751586,0.0194106433234447,0.0197222192358347,0.01962819627809,0.0191490328931784,0.0183800321000653,0.0174789838710751,0.0166394129630944,0.016054202971179,0.0158768429149425,0.0161884979444553,0.016978263210628,0.0181414438267677,0.0194970209550461,0.020821396935572,0.0218919481975758,ebird22
C25794D5,0.0022610056430774,0.0045898314747385,0.0078613708741032,0.011998071452157,0.016814520470053,0.0220412704389675,0.0273638190640002,0.0324692144135483,0.0370910659783511,0.0410440334720054,0.0442410962757241,0.0466906014745458,0.0484744409783114,0.0497127602285741,0.0505234570586809,0.0509857575607741,0.0511161302338844,0.0508619510882028,0.050114297039411,0.048736921936025,0.0466048193042722,0.0436436051299178,0.0398607360687872,0.0353613491033972,0.0303448605629084,0.0250826396097632,0.0198811412409164,0.0150379481980379,0.010799567093629,0.0073292706648085,0.0046909351593385,0.0028512481961393,0.0016986838839726,0.0010741602447837,0.0009974515869927,0.0009974515869927,0.0009974515869927,0.0009974515869927,0.0009974515869927,0.0009974515869927,0.0011102824758209,0.0012693741962176,0.0014412671667689,0.0015782112925532,0.0016197671014316,0.0015140322123098,0.0012425164821693,0.0009974515869927,0.0009974515869927,0.0009974515869927,0.0009974515869927,0.0009974515869927,ebird22
8EB0C1FA,0.0275973309192365,0.0289221390974751,0.0297158278228134,0.0298700657929625,0.0293700801802753,0.0282991188764091,0.0268228494205324,0.0251566687287619,0.0235227546712293,0.0221060704926433,0.0210188778302551,0.0202815222492881,0.0198237088394255,0.019505966617939,0.0191565166006656,0.0186153151182432,0.0177754178908756,0.0166123728076765,0.015194981259507,0.0136748857214194,0.0122571279095322,0.0111580327704876,0.0105595720410754,0.0105701285780389,0.0112001570039048,0.0123579466678373,0.0138662838183966,0.0154962709856354,0.0170109036649239,0.0182090313437618,0.0189604588648436,0.0192251145418784,0.0190529032020073,0.0185652181015136,0.0179231092342121,0.0172898902649893,0.0167969013014113,0.0165200518025548,0.0164719382814623,0.0166104540124968,0.0168608066506732,0.0171446774431025,0.017408635228765,0.0176442302163614,0.0178943501385717,0.0182439029184642,0.018796860990812,0.0196452114394994,0.0208375576279309,0.0223554710601323,0.0241040886066568,0.0259202423504228,ebird22
13E9F9B4,0.0167689237950255,0.0145563985338803,0.0129693272561884,0.0120612068189912,0.011817208991748,0.0121714037831032,0.0130274766686333,0.0142781278036407,0.0158193441397788,0.0175575112243063,0.0194094188992978,0.0212971009683324,0.0231406890211478,0.0248527819580237,0.0263371934196917,0.0274935331578,0.0282272838711818,0.0284633210522914,0.0281596343515834,0.02731765672325,0.0259861956013083,0.0242573579323708,0.0222547339362016,0.0201159950490172,0.0179734979307065,0.0159370976547909,0.0140829805936537,0.0124509918121186,0.0110509438676474,0.0098762106753569,0.0089210498100877,0.0081970177716913,0.0077438343682907,0.0076311616740785,0.0079497776693257,0.0087931148392042,0.0102325453772349,0.0122915719078592,0.0149247957512534,0.0180069791209455,0.0213357653051847,0.0246490103156053,0.0276547456947718,0.0300691520732283,0.0316561414188609,0.0322616115795742,0.0318362767774527,0.030443028761817,0.0282476263118858,0.0254945617087603,0.0224725891718597,0.0194760950999646,ebird22
9BEECB7E,0.0405136988459587,0.0415955045180469,0.0408906839766429,0.0386160840641641,0.0352555243007479,0.0314521536280767,0.0278702667110104,0.0250570347743635,0.0233341322498554,0.0227421214361826,0.0230483543706055,0.0238148343489121,0.02450919386568,0.0246326721202993,0.0238357561270952,0.0219956318252976,0.0192388905089053,0.0159058487793643,0.0124663607748658,0.0094080146145199,0.0071236028728565,0.0058244110851839,0.0054993281683972,0.0059286318526064,0.0067481845185391,0.0075477766400581,0.0079792875589572,0.0078480802355112,0.0071651277160054,0.0061468205656085,0.0051620035351785,0.0046385709311895,0.0049518953717819,0.0063221060368827,0.0087456068876881,0.0119785505572703,0.0155779932303402,0.0189929052530746,0.0216852466060941,0.0232537450122585,0.023531658490304,0.022635068329133,0.0209490162134184,0.0190526770288222,0.0175986149915565,0.017171846527459,0.0181594646904462,0.0206597641161317,0.0244514830374698,0.0290307650806312,0.0337086243796013,0.0377483806389536,ebird22
A5EC8BF5,0.0135957476055512,0.012865639428601,0.0120552977586527,0.0112475749522868,0.0105280321581333,0.0099720718943966,0.0096374219179188,0.0095629502764836,0.0097728762468103,0.010283869214357,0.0111117113432371,0.0122743583000205,0.0137893331443458,0.0156651553975657,0.0178884854687748,0.0204103309437663,0.023135552664871,0.0259197382492188,0.0285762443024337,0.0308940813361872,0.0326647854424106,0.0337140681610186,0.0339324300135259,0.0332984885142764,0.0318896839986187,0.0298771638530504,0.0275046043375667,0.0250539067646953,0.0228034287473506,0.0209860861888574,0.0197549026489691,0.0191623036961834,0.0191568917607946,0.0195981046660019,0.0202857391847595,0.0209985128049175,0.0215342169280311,0.021743905688442,0.0215539690868985,0.0209725413860803,0.0200799324062865,0.0190059538407358,0.01789948463041,0.0168968865972805,0.0160957227058231,0.0155387368021345,0.0152106012357772,0.0150470973456966,0.0149537961909732,0.0148295066156204,0.0145891080710761,0.0141809670821255,ebird22
C9ABA616,0.0182600810025035,0.0183188852148889,0.0179271347074827,0.0171794293980451,0.0162648585117191,0.0154292528661844,0.014925377832146,0.0149611537373034,0.015656328670313,0.0170162000264404,0.0189273981178151,0.0211761917178972,0.0234852319583203,0.0255610778547949,0.0271429745859424,0.0280435297559476,0.0281740452141354,0.0275507853387318,0.0262825775522078,0.0245439255137389,0.0225404550930593,0.0204744804676089,0.0185176439412487,0.0167952365517318,0.0153835739460544,0.0143184937567013,0.0136104562844618,0.013260469658661,0.0132713856115599,0.0136508894038874,0.0144052467984224,0.0155258471257954,0.0169730127178736,0.0186627844459119,0.0204620879824593,0.022195866083858,0.0236668398558942,0.0246852347192675,0.025102895700174,0.0248444698840216,0.0239282446926819,0.0224709126122143,0.0206736821019863,0.0187911086584393,0.0170879039057859,0.0157919024385499,0.0150526232356973,0.0149141070759557,0.0153080388200991,0.0160691008548182,0.0169699011599559,0.017768664838605,ebird22
20C2214E,0.0399609110356132,0.039301052978171,0.0374577079525544,0.0346512491597656,0.0312156188321424,0.0275362351546636,0.0239827716320042,0.0208502855361912,0.0183197598005167,0.0164444530026284,0.0151626208977041,0.0143315050185337,0.0137732305425294,0.0133213143516887,0.0128572026228729,0.0123293659157933,0.0117521669704657,0.0111868269490848,0.0107111253856856,0.010386971369515,0.010235122755862,0.0102241259156984,0.0102765838633744,0.0102911384240241,0.0101742528515209,0.0098730797067095,0.0094001060879273,0.0088420604659162,0.0083493379267344,0.0081070608551764,0.0082936677000787,0.0090364382452299,0.0103747218892238,0.012240433414684,0.0144618161119082,0.016791307515744,0.0189527386429735,0.0206983486247006,0.021863334908016,0.0224055882625576,0.0224209861978058,0.0221296078829869,0.021834432207623,0.0218601364859637,0.0224841793855351,0.0238743883800029,0.0260462842256456,0.0288495286390402,0.0319869731690768,0.0350630727838045,0.0376523464046054,0.0393744249617253,ebird22
8F268682,0.043486073995428,0.0402869384371413,0.0369596248506677,0.0335563946379722,0.0301362401918607,0.026777369969402,0.0235782271581821,0.0206464833518114,0.0180790632543879,0.0159390176284731,0.0142362592754215,0.0129184922991346,0.0118762491144264,0.0109623878436103,0.0100225750250571,0.0089301487457377,0.0076171396398207,0.006093586141679,0.0044496112488525,0.0028385474270792,0.0014438459641807,0.0009937726123856,0.0009937726123856,0.0009937726123856,0.0009937726123856,0.0012289947496901,0.0020746763147109,0.0027442230393706,0.0030385399716892,0.0028522711957138,0.0022095744930275,0.0012755449045717,0.0009937726123856,0.0009937726123856,0.0009937726123856,0.0012440787981126,0.0038452872400146,0.0078249025035558,0.0130628357195964,0.019268914528368,0.026022138501016,0.0328305950740766,0.0392006974546006,0.0447030488693466,0.0490234784053087,0.0519912908764315,0.0535817104461355,0.0538947733824488,0.0531174009885982,0.0514781368380066,0.049204555002253,0.0464916462163252,ebird22
866903B9,0.0164257197803023,0.0183382114038148,0.0199628290406251,0.0210447692113486,0.0214110783285348,0.0210026416853983,0.0198853872369079,0.0182383879240926,0.0163212851738567,0.0144276715358002,0.0128338537517792,0.0117531780933615,0.0113046942189566,0.0115016955296376,0.0122613357088132,0.0134320482647671,0.0148318692441703,0.0162887598715905,0.0176740476625446,0.0189220933757181,0.0200327483986099,0.0210572729536414,0.0220721895656815,0.0231481860831348,0.0243220793382348,0.0255788376896361,0.0268480165452655,0.0280153386332491,0.0289464221973947,0.0295167109140435,0.0296401813847747,0.0292897360781867,0.0285042392681845,0.0273804215007786,0.0260515769144794,0.024658217804526,0.0233178505293964,0.0221013073146911,0.0210215301380947,0.0200377064244412,0.0190739030306898,0.018047724412894,0.0169019029984162,0.0156307605826817,0.014294426610464,0.0130163840734519,0.0119637473906294,0.0113137902727607,0.0112136838812047,0.0117423611146215,0.0128834016619881,0.0145157872517314,ebird22
